,original_title,revenue,budget,profit,revenue_adj,budget_adj,profit_adj
5173,The Cooler,0,32000000,-32000000,0.0,37931284.63304079,-37931284.63304079
5174,Good Boy!,0,17000000,-17000000,0.0,20150994.9613029,-20150994.9613029
5175,Touching the Void,13885802,0,13885802,16459572.1256265,0.0,16459572.1256265
5176,Veronica Guerin,1569918,17000000,-15430082,1860906.45339169,20150994.9613029,-18290088.50791121
5177,Luther,0,0,0,0.0,0.0,0.0
5178,Rugrats Go Wild,0,0,0,0.0,0.0,0.0
5179,Soldier's Girl,0,0,0,0.0,0.0,0.0
5180,All the Real Girls,0,0,0,0.0,0.0,0.0
5181,Blind Horizon,0,0,0,0.0,0.0,0.0
5182,My Boss's Daughter,0,14000000,-14000000,0.0,16594937.026955301,-16594937.026955301
5183,Bright Young Things,0,0,0,0.0,0.0,0.0
5184,X2,214948780,110000000,104948780,254790104.86577702,130388790.926078,124401313.93969901
5185,Dickie Roberts: Former Child Star,0,0,0,0.0,0.0,0.0
5186,Wonderland,2466444,5000000,-2533556,2923605.91860799,5926763.22391264,-3003157.3053046498
5187,Northfork,0,0,0,0.0,0.0,0.0
5188,Love Object,0,0,0,0.0,0.0,0.0
5189,Nothing,0,0,0,0.0,0.0,0.0
5190,Helen of Troy,0,0,0,0.0,0.0,0.0
5191,Love Comes Softly,0,0,0,0.0,0.0,0.0
5192,Camp,1628154,0,1628154,1929936.65001325,0.0,1929936.65001325
5193,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,0,0,0,0.0,0.0,0.0
5194,The Shape of Things,0,0,0,0.0,0.0,0.0
5195,Alex & Emma,15368897,30000000,-14631103,18217562.706340197,35560579.3434758,-17343016.6371356
5196,From Justin to Kelly,4922166,12000000,-7077834,5834502.48615863,14224231.737390302,-8389729.251231672
5197,Deliver Us from Eva,0,0,0,0.0,0.0,0.0
5198,Les Clefs de bagnole,569217,569217,0,674722.876405176,674722.876405176,0.0
5199,Air Bud: Spikes Back,0,5000000,-5000000,0.0,5926763.22391264,-5926763.22391264
5200,August Underground's Mordum,0,300,-300,0.0,355.60579343475797,-355.60579343475797
5201,Undead,0,0,0,0.0,0.0,0.0
5202,Saw,0,0,0,0.0,0.0,0.0
5203,The Diary of Ellen Rimbauer,0,0,0,0.0,0.0,0.0
5204,Final Flight of the Osiris,0,0,0,0.0,0.0,0.0
5205,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,0,0,0,0.0,0.0,0.0
5206,I Capture the Castle,0,0,0,0.0,0.0,0.0
5207,Sylvia,10000000,7000000,3000000,11853526.447825199,8297468.51347769,3556057.9343475094
5208,The Foreigner,0,16700000,-16700000,0.0,19795389.1678682,-19795389.1678682
5209,Tupac: Resurrection,7808524,0,7808524,9255854.57524784,0.0,9255854.57524784
5210,De fem benspÃ¦nd,0,0,0,0.0,0.0,0.0
5211,Homeless to Harvard: The Liz Murray Story,0,0,0,0.0,0.0,0.0
5212,Chalte Chalte,0,0,0,0.0,0.0,0.0
5213,The Snow Walker,0,0,0,0.0,0.0,0.0
5214,"Buongiorno, notte",0,0,0,0.0,0.0,0.0
5215,Effroyables jardins,0,0,0,0.0,0.0,0.0
5216,Madea's Class Reunion,0,0,0,0.0,0.0,0.0
5217,Fear of the Dark,0,0,0,0.0,0.0,0.0
5218,Bienvenue chez les Rozes,0,0,0,0.0,0.0,0.0
5219,Indiana Jones: Making the Trilogy,0,0,0,0.0,0.0,0.0
5220,A Detective Story,0,0,0,0.0,0.0,0.0
5221,Gomez & TavarÃ¨s,0,0,0,0.0,0.0,0.0
5222,The Young Black Stallion,0,0,0,0.0,0.0,0.0
5223,The Saddest Music in the World,0,0,0,0.0,0.0,0.0
5224,The Room,0,0,0,0.0,0.0,0.0
5225,Eloise at Christmastime,0,0,0,0.0,0.0,0.0
5226,Turbo Charged Prelude to 2 Fast 2 Furious,0,0,0,0.0,0.0,0.0
5227,Matriculated,0,0,0,0.0,0.0,0.0
5228,The Second Renaissance Part II,0,0,0,0.0,0.0,0.0
5229,A Wrinkle in Time,0,0,0,0.0,0.0,0.0
5230,Eddie Izzard: Glorious,0,0,0,0.0,0.0,0.0
5231,Titanic,1845034188,200000000,1645034188,2506405735.41947,271692064.214419,2234713671.205051
5232,Hercules,252712101,85000000,167712101,343299361.863264,115469127.29112801,227830234.572136
5233,Men in Black,589390539,90000000,499390539,800663660.846796,122261428.89648798,678402231.9503081
5234,Gattaca,12532777,36000000,-23467223,17025280.2673449,48904571.5585954,-31879291.291250497
5235,The Fifth Element,263920180,90000000,173920180,358525092.46020496,122261428.89648798,236263663.56371698
5236,Batman & Robin,238207122,125000000,113207122,323594923.43377995,169807540.134012,153787383.29976794
5237,Drive,0,3500000,-3500000,0.0,4754611.12375233,-4754611.12375233
5238,Tomorrow Never Dies,333011068,110000000,223011068,452382322.35584104,149430635.31793,302951687.03791106
5239,Good Will Hunting,225933435,10000000,215933435,306921606.651021,13584603.2107209,293337003.4403001
5240,Jackie Brown,39673162,12000000,27673162,53894416.38846529,16301523.8528651,37592892.53560019
5241,Alien: Resurrection,162000000,70000000,92000000,220070572.013679,95092222.47504671,124978349.53863229
5242,The Game,109423648,50000000,59423648,148647683.99496,67923016.0536048,80724667.94135521
5243,Event Horizon,26673242,60000000,-33326758,36234540.891353704,81507619.2643258,-45273078.37297209
5244,Anastasia,139804348,53000000,86804348,189918659.471355,71998397.01682109,117920262.4545339
5245,Home Alone 3,79082515,32000000,47082515,107430458.718088,43470730.274307,63959728.443781
5246,Austin Powers: International Man of Mystery,67683989,16500000,51183989,91946013.4283802,22414595.297689497,69531418.13069071
5247,Starship Troopers,121214377,105000000,16214377,164664921.497974,142638333.71256998,22026587.785404027
5248,The Full Monty,257850122,3500000,254350122,350279159.520599,4754611.12375233,345524548.39684665
5249,Con Air,224012234,75000000,149012234,304311731.323717,101884524.080407,202427207.24331
5250,Face/Off,245676146,80000000,165676146,333741296.174915,108676825.68576701,225064470.48914802
5251,Donnie Brasco,41954997,35000000,6954997,56994198.69519879,47546111.237523295,9448087.457675494
5252,I Know What You Did Last Summer,125586134,17000000,108586134,170603779.91584298,23093825.4582256,147509954.45761737
5253,The Devil's Advocate,152944660,57000000,95944660,207769251.92986202,77432238.3011095,130337013.62875253
5254,Anaconda,136885767,45000000,91885767,185953882.98902,61130714.448244296,124823168.54077569
5255,Chasing Amy,12021272,250000,11771272,16330421.020815,339615.080268024,15990805.940546976
5256,Dante's Peak,178127760,116000000,62127760,241979494.04145297,157581397.24436298,84398096.79709
5257,Speed 2: Cruise Control,164508066,160000000,4508066,223477680.157309,217353651.371535,6124028.785773993
5258,L.A. Confidential,126216940,35000000,91216940,171460704.837137,47546111.237523295,123914593.59961373
5259,Scream 2,172363301,24000000,148363301,234148705.217506,32603047.705730297,201545657.5117757
5260,Liar Liar,181000000,45000000,136000000,245881318.11404902,61130714.448244296,184750603.6658047
5261,Beauty and the Beast: The Enchanted Christmas,0,0,0,0.0,0.0,0.0
5262,Contact,171120329,90000000,81120329,232460177.075302,122261428.89648798,110198748.17881402
5263,Lolita,1060056,62000000,-60939944,1440044.0141144,84224539.90647,-82784495.8923556
5264,The Rainmaker,45916769,40000000,5916769,62376108.7583333,54338412.842883795,8037695.915449508
5265,Volcano,0,90000000,-90000000,0.0,122261428.89648798,-122261428.89648798
5266,The Jackal,159330280,60000000,99330280,216443863.325307,81507619.2643258,134936244.0609812
5267,Grosse Pointe Blank,28084357,0,28084357,38151484.6273233,0.0,38151484.6273233
5268,Poison Ivy: The New Seduction,0,0,0,0.0,0.0,0.0
5269,Flubber,177977226,80000000,97977226,241774999.575481,108676825.68576701,133098173.88971399
5270,The Saint,118063304,68000000,50063304,160384313.858672,92375301.8329025,68009012.02576949
5271,Conspiracy Theory,136982834,75000000,61982834,186085744.657005,101884524.080407,84201220.57659802
5272,Air Force One,315156409,85000000,230156409,428127476.558069,115469127.29112801,312658349.26694095
5273,George of the Jungle,0,55000000,-55000000,0.0,74715317.65896529,-74715317.65896529
5274,Wag the Dog,64256513,15000000,49256513,87289923.2809533,20376904.8160814,66913018.4648719
5275,As Good as It Gets,314178011,50000000,264178011,426798361.696852,67923016.0536048,358875345.64324725
5276,Breakdown,50159144,36000000,14159144,68139206.8629415,48904571.5585954,19234635.304346107
5277,Seven Years in Tibet,131457682,70000000,61457682,178580044.897113,95092222.47504671,83487822.42206629
5278,My Best Friend's Wedding,299288605,38000000,261288605,406571694.44152004,51621492.2007396,354950202.2407804
5279,Boogie Nights,43101594,15000000,28101594,58551805.2239591,20376904.8160814,38174900.4078777
5280,Lost Highway,3675201,15000000,-11324799,4992614.73046449,20376904.8160814,-15384290.08561691
5281,Mad City,10541523,50000000,-39458477,14320240.719168803,67923016.0536048,-53602775.33443599
5282,"Honey, We Shrunk Ourselves",0,7000000,-7000000,0.0,9509222.24750467,-9509222.24750467
5283,Dobermann,0,0,0,0.0,0.0,0.0
5284,Annabelle's Wish,0,0,0,0.0,0.0,0.0
5285,Bean,251212670,18000000,233212670,341262444.34557796,24452285.7792977,316810158.56628025
5286,The Devil's Own,140807547,90000000,50807547,191281465.506994,122261428.89648798,69020036.61050603
5287,In & Out,0,35000000,-35000000,0.0,47546111.237523295,-47546111.237523295
5288,Murder at 1600,25804707,0,25804707,35054670.5563913,0.0,35054670.5563913
5289,The Edge,43312294,0,43312294,58838032.813609,0.0,58838032.813609
5290,Kiss the Girls,60527873,27000000,33527873,82224713.78939109,36678428.6689466,45546285.120444484
5291,Absolute Power,50068310,50000000,68310,68015812.47813721,67923016.0536048,92796.42453241348
5292,Vegas Vacation,36400360,25000000,11400360,49448444.732739896,33961508.0268024,15486936.705937497
5293,U Turn,6682098,19000000,-12317902,9077364.99451521,25810746.1003698,-16733381.10585459
5294,The Land Before Time V: The Mysterious Island,0,0,0,0.0,0.0,0.0
5295,Mimic,25480490,30000000,-4519510,34614234.6264743,40753809.6321629,-6139575.0056886
5296,One Eight Seven,5716080,20000000,-14283920,7765067.87207379,27169206.421441898,-19404138.549368106
5297,Fools Rush In,29481428,0,29481428,40049350.1465439,0.0,40049350.1465439
5298,Spawn,87840042,40000000,47840042,119327211.658306,54338412.842883795,64988798.81542221
5299,The Peacemaker,0,50000000,-50000000,0.0,67923016.0536048,-67923016.0536048
5300,Cube,501818,250000,251818,681699.8413997571,339615.080268024,342084.7611317331
5301,Kundun,5684789,28000000,-22315211,7722560.29016712,38036888.9900187,-30314328.699851584
5302,The Postman,17626234,80000000,-62373766,23944539.498931896,108676825.68576701,-84732286.18683511
5303,G.I. Jane,48169156,50000000,-1830844,65435887.1255319,67923016.0536048,-2487128.9280728996
5304,The Relic,33956608,60000000,-26043392,46128704.6061993,81507619.2643258,-35378914.658126496
5305,Jungle 2 Jungle,0,0,0,0.0,0.0,0.0
5306,Wilde,0,0,0,0.0,0.0,0.0
5307,Nightwatch,1179002,0,1179002,1601627.43546464,0.0,1601627.43546464
5308,A Life Less Ordinary,0,12000000,-12000000,0.0,16301523.8528651,-16301523.8528651
5309,Orgazmo,0,1000000,-1000000,0.0,1358460.32107209,-1358460.32107209
5310,Deconstructing Harry,0,0,0,0.0,0.0,0.0
5311,Geri's Game,0,0,0,0.0,0.0,0.0
5312,Hoodlum,0,30000000,-30000000,0.0,40753809.6321629,-40753809.6321629
5313,The Love Bug,0,0,0,0.0,0.0,0.0
5314,Fathers' Day,0,85000000,-85000000,0.0,115469127.29112801,-115469127.29112801
5315,Fire Down Below,16000000,60000000,-44000000,21735365.1371535,81507619.2643258,-59772254.1271723
5316,Double Team,0,30000000,-30000000,0.0,40753809.6321629,-40753809.6321629
5317,MouseHunt,122417389,38000000,84417389,166299165.565747,51621492.2007396,114677673.3650074
5318,The Sweet Hereafter,3263585,5000000,-1736415,4433450.72694607,6792301.60536048,-2358850.87841441
5319,Pooh's Grand Adventure: The Search for Christopher Robin,0,0,0,0.0,0.0,0.0
5320,Mr. Magoo,0,30000000,-30000000,0.0,40753809.6321629,-40753809.6321629
5321,The Apostle,0,5000000,-5000000,0.0,6792301.60536048,-6792301.60536048
5322,Cop Land,44862187,15000000,29862187,60943500.95601639,20376904.8160814,40566596.13993499
5323,Smilla's Sense of Snow,0,35000000,-35000000,0.0,47546111.237523295,-47546111.237523295
5324,Selena,60000000,20000000,40000000,81507619.2643258,27169206.421441898,54338412.8428839
5325,Spice World - The Movie,100000000,25000000,75000000,135846032.107209,33961508.0268024,101884524.0804066
5326,The Ice Storm,8038061,18000000,-9961939,10919386.926857,24452285.7792977,-13532898.852440698
5327,Trucks,0,0,0,0.0,0.0,0.0
5328,Air Bud,23144499,3000000,20144499,31440883.542592797,4075380.96321629,27365502.579376508
5329,Romy and Michele's High School Reunion,29235353,0,29235353,39715067.023035996,0.0,39715067.023035996
5330,The Shining,0,0,0,0.0,0.0,0.0
5331,Nothing to Lose,0,25000000,-25000000,0.0,33961508.0268024,-33961508.0268024
5332,Cats Don't Dance,3566637,32000000,-28433363,4845134.84416762,43470730.274307,-38625595.43013938
5333,Robinson Crusoe,0,0,0,0.0,0.0,0.0
5334,Mortal Kombat: Annihilation,51376861,30000000,21376861,69793427.0897364,40753809.6321629,29039617.457573503
5335,Casper: A Spirited Beginning,0,0,0,0.0,0.0,0.0
5336,Metro,31987563,55000000,-23012437,43453835.103293896,74715317.65896529,-31261482.555671394
5337,The Assignment,0,0,0,0.0,0.0,0.0
5338,Gridlock'd,0,0,0,0.0,0.0,0.0
5339,Snow White: A Tale of Terror,0,0,0,0.0,0.0,0.0
5340,Wishmaster,15738769,5000000,10738769,21380493.1890195,6792301.60536048,14588191.583659021
5341,For Richer or Poorer,31611225,35000000,-3388775,42942594.8629822,47546111.237523295,-4603516.374541096
5342,Red Corner,0,48000000,-48000000,0.0,65206095.41146059,-65206095.41146059
5343,Turbo: A Power Rangers Movie,17979739,10000000,7979739,24424762.014732502,13584603.2107209,10840158.804011602
5344,Beverly Hills Ninja,0,0,0,0.0,0.0,0.0
5345,The Borrowers,0,29000000,-29000000,0.0,39395349.3110908,-39395349.3110908
5346,The Swan Princess: Escape from Castle Mountain,273644,0,273644,371734.51609945204,0.0,371734.51609945204
5347,Money Talks,0,0,0,0.0,0.0,0.0
5348,The Man Who Knew Too Little,13801755,20000000,-6198245,18749136.528658397,27169206.421441898,-8420069.8927835
5349,Turbulence,11466088,55000000,-43533912,15576225.585920902,74715317.65896529,-59139092.07304439
5350,Bent,0,0,0,0.0,0.0,0.0
5351,The Night Flier,0,0,0,0.0,0.0,0.0
5352,In the Company of Men,0,0,0,0.0,0.0,0.0
5353,Fierce Creatures,9381260,0,9381260,12744069.4716608,0.0,12744069.4716608
5354,Steel,1686429,16000000,-14313571,2290946.88080529,21735365.1371535,-19444418.256348208
5355,The Pest,0,17000000,-17000000,0.0,23093825.4582256,-23093825.4582256
5356,Lawn Dogs,0,7000000,-7000000,0.0,9509222.24750467,-9509222.24750467
5357,Retroactive,0,0,0,0.0,0.0,0.0
5358,Private Parts,41230799,28000000,13230799,56010404.447599,38036888.9900187,17973515.4575803
5359,Suicide Kings,0,0,0,0.0,0.0,0.0
5360,Mrs Brown,0,0,0,0.0,0.0,0.0
5361,The Butcher Boy,0,0,0,0.0,0.0,0.0
5362,Playing God,4000000,12000000,-8000000,5433841.28428838,16301523.8528651,-10867682.56857672
5363,The Odyssey,0,0,0,0.0,0.0,0.0
5364,Picture Perfect,44332015,19000000,25332015,60223283.330673,25810746.1003698,34412537.2303032
5365,Anna Karenina,791830,35000000,-34208170,1075669.63603451,47546111.237523295,-46470441.601488784
5366,Free Willy 3: The Rescue,0,0,0,0.0,0.0,0.0
5367,Addicted to Love,34673095,0,34673095,47102023.7662633,0.0,47102023.7662633
5368,The Beautician and the Beast,0,16000000,-16000000,0.0,21735365.1371535,-21735365.1371535
5369,Eve's Bayou,0,0,0,0.0,0.0,0.0
5370,The Boxer,0,0,0,0.0,0.0,0.0
5371,Excess Baggage,0,0,0,0.0,0.0,0.0
5372,Most Wanted,11838218,25000000,-13161782,16081749.425201401,33961508.0268024,-17879758.601600997
5373,Nowhere,27354,0,27354,37159.3236226061,0.0,37159.3236226061
5374,The Spanish Prisoner,0,0,0,0.0,0.0,0.0
5375,Out to Sea,0,0,0,0.0,0.0,0.0
5376,Nil by Mouth,0,9000000,-9000000,0.0,12226142.8896488,-12226142.8896488
5377,Mean Guns,0,0,0,0.0,0.0,0.0
5378,The Wings of the Dove,0,0,0,0.0,0.0,0.0
5379,The Brave,0,0,0,0.0,0.0,0.0
5380,Midnight in the Garden of Good and Evil,25105255,35000000,-9894745,34104492.7678968,47546111.237523295,-13441618.469626494
5381,12 Angry Men,0,0,0,0.0,0.0,0.0
5382,Fever Pitch,0,0,0,0.0,0.0,0.0
5383,A Simple Wish,0,0,0,0.0,0.0,0.0
5384,Gone Fishin',0,53000000,-53000000,0.0,71998397.01682109,-71998397.01682109
5385,The 6th Man,0,0,0,0.0,0.0,0.0
5386,An American Werewolf in Paris,26570463,22000000,4570463,36094919.6980142,29886127.0635861,6208792.634428099
5387,Amistad,74000000,36000000,38000000,100526063.759335,48904571.5585954,51621492.2007396
5388,Trojan War,0,15000000,-15000000,0.0,20376904.8160814,-20376904.8160814
5389,Affliction,6330054,6000000,330054,8599127.18924371,8150761.92643258,448365.2628111299
5390,Rosewood,13130349,30000000,-16869651,17837058.1183286,40753809.6321629,-22916751.513834298
5391,The Lost World: Jurassic Park,229074524,73000000,156074524,311188651.422477,99167603.438263,212021047.984214
5392,Switchback,6482195,37000000,-30517805,8805804.70095194,50263031.8796675,-41457227.17871556
5393,B.A.P.S.,7240837,0,7240837,9836389.75585071,0.0,9836389.75585071
5394,"O Que Ã‰ Isso, Companheiro?",310724,0,310724,422106.224804806,0.0,422106.224804806
5395,Booty Call,20060051,0,20060051,27250783.322182603,0.0,27250783.322182603
5396,Gang Related,5790448,0,5790448,7866093.84923128,0.0,7866093.84923128
5397,She's So Lovely,0,18000000,-18000000,0.0,24452285.7792977,-24452285.7792977
5398,Tower of Terror,0,0,0,0.0,0.0,0.0
5399,Doodlebug,0,0,0,0.0,0.0,0.0
5400,RocketMan,0,16000000,-16000000,0.0,21735365.1371535,-21735365.1371535
5401,Gummo,0,1300000,-1300000,0.0,1765998.41739372,-1765998.41739372
5402,La vÃ©ritÃ© si je mens !,29456000,4000000,25456000,40014807.21749961,5433841.28428838,34580965.93321122
5403,Cinderella,0,0,0,0.0,0.0,0.0
5404,Wild America,0,0,0,0.0,0.0,0.0
5405,Hugo Pool,0,0,0,0.0,0.0,0.0
5406,Trekkies,0,0,0,0.0,0.0,0.0
5407,McHale's Navy,4529843,0,4529843,6153611.97618619,0.0,6153611.97618619
5408,Kull the Conqueror,0,0,0,0.0,0.0,0.0
5409,Toothless,0,0,0,0.0,0.0,0.0
5410,Leave it to Beaver,0,0,0,0.0,0.0,0.0
5411,Inventing the Abbotts,5926128,0,5926128,8050409.74559434,0.0,8050409.74559434
5412,Good Burger,0,0,0,0.0,0.0,0.0
5413,The Brave Little Toaster to the Rescue,0,0,0,0.0,0.0,0.0
5414,Soul Food,0,0,0,0.0,0.0,0.0
5415,The Castle,861789,786675,75114,1170706.1616363998,1068666.77307939,102039.38855700986
5416,Twin Town,0,0,0,0.0,0.0,0.0
5417,Didier,0,0,0,0.0,0.0,0.0
5418,Jack Frost,0,0,0,0.0,0.0,0.0
5419,Le Pari,0,0,0,0.0,0.0,0.0
5420,Henry Fool,1334786,0,1334786,1813253.81812254,0.0,1813253.81812254
5421,Les Randonneurs,0,0,0,0.0,0.0,0.0
5422,Frozen,1274219009,150000000,1124219009,1192711491.11985,140405002.911063,1052306488.208787
5423,Gravity,716392705,105000000,611392705,670567465.539932,98283502.0377446,572283963.5021874
5424,Thor: The Dark World,479765000,170000000,309765000,449076041.47750896,159125669.965872,289950371.511637
5425,Iron Man 3,1215439994,200000000,1015439994,1137692372.63862,187206670.54808402,950485702.0905359
5426,Now You See Me,117698894,75000000,42698894,110170090.36465901,70202501.4555318,39967588.909127206
5427,The Hunger Games: Catching Fire,847423452,130000000,717423452,793216614.966424,121684335.85625501,671532279.1101689
5428,The Wolf of Wall Street,392000694,100000000,292000694,366925723.881393,93603335.27404241,273322388.6073506
5429,Pacific Rim,407602906,180000000,227602906,381529914.68992,168486003.493276,213043911.196644
5430,Oblivion,286168572,120000000,166168572,267863327.89809904,112324002.32885,155539325.56924903
5431,The Hobbit: The Desolation of Smaug,958400000,250000000,708400000,897094365.2664231,234008338.185106,663086027.0813171
5432,Man of Steel,662845518,225000000,437845518,620445512.562503,210607504.366595,409838008.19590795
5433,Her,47351251,23000000,24351251,44322350.2299834,21528767.1130297,22793583.116953697
5434,Despicable Me 2,970761885,76000000,894761885,908665501.929164,71138534.8082722,837526967.1208918
5435,Star Trek Into Darkness,467365246,190000000,277365246,437469458.167733,177846337.02068,259623121.147053
5436,12 Years a Slave,187000000,20000000,167000000,175038236.962459,18720667.054808397,156317569.9076506
5437,Riddick,98337295,38000000,60337295,92046987.9382742,35569267.4041361,56477720.534138106
5438,The Conjuring,318000141,13000000,305000141,297658738.152157,12168433.585625501,285490304.5665315
5439,The Great Gatsby,351040419,105000000,246040419,328585540.343973,98283502.0377446,230302038.3062284
5440,Nymphomaniac: Vol. II,2227167,0,2227167,2084702.59412283,0.0,2084702.59412283
5441,Elysium,286140700,115000000,171140700,267837238.776492,107643835.565148,160193403.211344
5442,A Good Day to Die Hard,304654182,92000000,212654182,285166475.403851,86115068.452119,199051406.95173198
5443,The Purge,89328627,3000000,86328627,83614574.2265088,2808100.05822127,80806474.16828753
